卫视,#genre#
内蒙卫视超清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225891/1.m3u8#http://39.135.34.18:18890/000000001000/1000000002000014080/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA035183
宁夏卫视超清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225892/1.m3u8#http://140.249.30.111/tlivecloud-cdn.ysp.cctv.cn/001/2000285103.m3u8#http://39.135.34.8:18890/000000001000/1000000002000031451/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA037183
青海卫视超清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225893/1.m3u8#http://140.249.30.111/tlivecloud-cdn.ysp.cctv.cn/001/2000294703.m3u8#http://39.135.34.4:18890/000000001000/1000000002000013359/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA036011
山东卫视超清,http://140.249.30.111/tlivecloud-cdn.ysp.cctv.cn/001/2000294803.m3u8
山东卫视蓝光,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226308/1.m3u8#http://39.135.34.6:18890/000000001000/1000000001000012807/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA033101
山西卫视超清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225895/1.m3u8#http://39.135.34.20:18890/000000001000/1000000002000021220/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA033392
陕西卫视超清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225896/1.m3u8#http://39.135.34.19:18890/000000001000/1000000002000007495/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA038916
深圳卫视超清,http://140.249.30.111/tlivecloud-cdn.ysp.cctv.cn/001/2000292203.m3u8
深圳卫视蓝光,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226245/1.m3u8#http://39.135.34.15:18890/000000001000/1000000001000011645/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA037706
四川卫视超清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225898/1.m3u8#http://140.249.30.111/tlivecloud-cdn.ysp.cctv.cn/001/2000295003.m3u8#http://39.135.34.15:18890/000000001000/1000000002000016825/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA031444
天津卫视超清,http://140.249.30.111/tlivecloud-cdn.ysp.cctv.cn/001/2000295103.m3u8
天津卫视蓝光,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226246/1.m3u8
西藏卫视超清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225900/1.m3u8#http://39.135.34.5:18890/000000001000/6603041244077933770/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA034549
新疆卫视超清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225901/1.m3u8#http://39.135.34.12:18890/000000001000/1000000002000029441/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA032944
云南卫视超清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225902/1.m3u8#http://39.135.34.16:18890/000000001000/1000000002000024694/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA033213
浙江卫视超清,http://140.249.30.111/tlivecloud-cdn.ysp.cctv.cn/001/2000295503.m3u8
浙江卫视蓝光,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226247/1.m3u8#http://39.135.34.18:18890/000000001000/1000000001000009806/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA031400
重庆卫视超清,http://140.249.30.111/tlivecloud-cdn.ysp.cctv.cn/001/2000297803.m3u8
重庆卫视蓝光,http://39.135.34.4:18890/000000001000/1000000002000018937/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA035324
珠江卫视超清,http://39.135.34.15:18890/000000001000/1000000004000011655/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA031981
